title,revenue,vote_average,vote_count
Sisters in Law,0,7.3,2
Six Days Seven Nights,164000000,5.6,332
Six-String Samurai,124494,5.8,36
Skin Trade,0,5.6,61
Sky Captain and the World of Tomorrow,57958696,5.7,439
Sky High,86369815,5.8,550
Skyfall,1108561013,6.9,7604
Skyline,66821036,4.7,507
Slacker,0,6.4,77
Slacker Uprising,0,5.9,10
Slackers,6413915,5.4,60
Slam,0,6.7,7
Sleep Dealer,107559,6.0,40
Sleep Tight,0,7.0,202
Sleeper,18344729,7.0,200
Sleepers,165615285,7.3,715
Sleepover,0,5.3,101
Sliding Doors,58000000,6.5,354
Sling Blade,24475416,7.4,231
Slither,0,6.3,317
Slow Burn,1237615,5.5,16
Slow West,229094,6.6,367
Slumdog Millionaire,377910544,7.6,2827
Slums of Beverly Hills,0,6.5,44
Small Apartments,0,5.7,50
Small Soldiers,54682547,6.2,511
Small Time Crooks,0,6.4,155
Smiling Fish & Goat On Fire,0,7.0,1
Smilla's Sense of Snow,0,6.6,60
Smoke Signals,0,6.6,24
Smokin' Aces,57103895,6.4,534
Snake Eyes,103891409,5.8,327
Snakes on a Plane,62022014,5.1,497
Snatch,83557872,7.7,2912
Snitch,42930462,5.8,1138
Snow Angels,414404,6.5,48
Snow Day,0,4.8,51
Snow Dogs,0,5.3,185
Snow Falling on Cedars,0,6.3,32
Snow Flower and the Secret Fan,1332231,5.3,22
Snow White and the Huntsman,396600000,5.8,3118
Snow White and the Seven Dwarfs,184925486,6.9,1914
Snow White: A Deadly Summer,0,4.8,11
Snow White: A Tale of Terror,0,6.0,62
Snowpiercer,86758912,6.7,2854
Solaris,0,7.7,357
Soldier,14567883,6.1,221
Solitary Man,5024782,5.8,84
Solomon and Sheba,12200000,5.4,8
Some Guy Who Kills People,0,5.7,45
Some Like It Hot,25000000,8.0,808
Someone Like You...,0,6.0,118
Something Borrowed,59901913,5.9,296
Something Wicked,0,4.6,16
Something's Gotta Give,266728738,6.3,410
Somewhere,0,6.0,208
Somewhere in Time,0,7.2,102
Son of God,67800064,5.9,83
Son of the Mask,0,3.6,338
Song One,32251,5.5,87
Songcatcher,0,5.6,9
Sorcerer,12000000,7.4,98
Sorority Boys,0,4.6,47
Sorority Row,27206120,5.4,177
Soul Food,0,6.6,19
Soul Kitchen,17872796,7.1,116
Soul Men,0,6.3,47
Soul Plane,14822346,4.7,108
Soul Surfer,47088990,6.9,342
Soul Survivors,0,4.4,49
Sound of My Voice,0,6.3,108
Source Code,147332697,7.1,2699
"South Park: Bigger, Longer & Uncut",0,7.1,893
Southland Tales,374743,5.2,153
Southpaw,91709827,7.3,2067
Space Battleship Yamato,11212294,6.3,59
Space Chimps,63800345,5.2,99
Space Cowboys,128884132,6.3,403
Space Dogs,6500000,6.3,10
Space Jam,250200000,6.5,1288
Space Pirate Captain Harlock,17137302,6.5,356
Spaceballs,38119483,6.7,902
Spaced Invaders,15369573,4.7,25
Spanglish,55041367,5.8,369
Sparkle,24637469,5.8,36
Sparkler,0,0.0,1
Spawn,87840042,5.0,336
Special,7202,6.6,32
Species,113374103,5.5,453
Spectre,880674609,6.3,4466
Speed,350448145,6.8,1783
Speed 2: Cruise Control,164508066,4.1,434
Speed Racer,93945766,5.7,354
Speedway Junky,0,5.2,7
Spellbound,7000000,7.3,160
Sphere,13100000,5.8,476
Sphinx,439564,6.0,2
Spice World,100000000,4.7,123
Spider,0,6.4,168
Spider-Man,821708551,6.8,5265
Spider-Man 2,783766341,6.7,4321
Spider-Man 3,890871626,5.9,3576
Spirit: Stallion of the Cimarron,122563539,7.4,831
Spirited Away,274925095,8.3,3840
Splash,69821334,6.1,321
Splice,0,5.5,671
Split Second,5,5.7,63
Spotlight,88346473,7.8,2686
Spring Breakers,31724284,5.0,1551
Spun,0,6.6,132
Spy Game,143049560,6.8,579
Spy Hard,0,4.9,147
Spy Kids,147934180,5.5,867
Spy Kids 2: The Island of Lost Dreams,119723358,5.3,521
Spy Kids 3-D: Game Over,197011982,4.7,511
Spy Kids: All the Time in the World,85564310,4.4,222
St. Trinian's,0,5.6,142
St. Vincent,54837234,7.1,763
Stake Land,33245,6.2,285
Stan Helsing,0,4.0,97
Stand by Me,52287414,7.8,1522
Standard Operating Procedure,0,6.6,14
Standing Ovation,531826,3.9,6
Star Trek,385680446,7.4,4518
Star Trek Beyond,343471816,6.6,2568
Star Trek II: The Wrath of Khan,96800000,7.3,675
Star Trek III: The Search for Spock,87000000,6.4,434
Star Trek IV: The Voyage Home,133000000,6.9,477
Star Trek Into Darkness,467365246,7.4,4418
Star Trek V: The Final Frontier,70200000,5.6,376
Star Trek VI: The Undiscovered Country,96900000,6.7,413
Star Trek: First Contact,150000000,7.0,661
Star Trek: Generations,120000000,6.4,452
Star Trek: Insurrection,118000000,6.3,391
Star Trek: Nemesis,67312826,6.1,479
Star Trek: The Motion Picture,139000000,6.2,530
Star Wars,775398007,8.1,6624
Star Wars: Clone Wars: Volume 1,0,8.0,27
Star Wars: Episode I - The Phantom Menace,924317558,6.3,4432
Star Wars: Episode II - Attack of the Clones,649398328,6.4,3992
Star Wars: Episode III - Revenge of the Sith,850000000,7.1,4116
Stardust,135560026,7.1,1184
Stargate: The Ark of Truth,8900000,6.9,140
Starship Troopers,121214377,6.7,1560
Starsky & Hutch,170268750,5.6,644
Starsuckers,0,6.2,5
State Fair,0,6.2,19
State of Play,87784194,6.7,484
Stay Alive,27105095,5.3,155
Stealing Harvard,0,4.4,46
Stealth,76932943,4.9,331
Steamboy,0,6.4,102
Steel,1686429,4.3,48
Step Brothers,128107642,6.5,1062
Step Up,114194847,6.7,1060
Step Up 2: The Streets,150816700,6.5,640
Step Up 3D,159291809,6.6,582
Step Up Revolution,140470746,6.7,663
Stepmom,0,6.9,277
Steppin: The Movie,0,5.0,4
Steve Jobs,34441873,6.8,1573
Stick It,0,6.3,148
Stiff Upper Lips,0,10.0,1
Stigmata,50041732,6.0,242
Still Alice,43884652,7.5,1104
Stir of Echoes,21133087,6.5,330
Stitches,95000,5.5,92
Stoker,12077441,6.5,882
Stolen,2106557,5.1,344
Stolen Summer,0,6.4,9
Stomp the Yard,75511123,6.1,88
Stone,9479718,5.2,192
Stone Cold,0,5.7,34
Stonewall,187674,5.2,32
Stop-Loss,11207130,6.1,82
Stories of Our Lives,0,0.0,0
Stormbreaker,23937870,5.1,213
Straight A's,0,5.2,46
Straight Out of Brooklyn,0,4.3,4
Straight Outta Compton,201634991,7.7,1355
Straightheads,0,5.2,40
Stranded,0,5.0,11
Strange Wilderness,6575282,4.7,69
Stranger Than Fiction,53653224,7.1,721
Strangerland,17472,5.1,83
Straw Dogs,10324441,5.5,144
Street Fighter,99423521,4.1,325
Street Fighter: The Legend of Chun-Li,12764201,3.9,112
Street Kings,65569869,6.3,363
Stripes,85300000,6.5,249
Striptease,113309743,4.4,205
Stuart Little,300135367,5.8,959
Stuart Little 2,169956806,5.4,613
Stuck on You,33828318,5.1,188
Stung,0,4.9,63
Subconscious,0,3.4,4
Sublime,0,5.3,33
Submarine,864659,7.4,443
Subway,390659,6.3,86
Sucker Punch,89792502,5.9,1623
Sugar Hill,0,5.2,13
Sugar Town,0,5.5,2
Suicide Squad,745000000,5.9,7458
Summer Catch,19693891,4.8,63
Summer Storm,0,6.7,59
Summer of Sam,0,6.3,112
Sunday School Musical,0,5.5,4
Sunshine,32017803,7.0,1182
Sunshine Cleaning,16174377,6.5,255
Sunshine State,0,6.0,10
Super,324138,6.6,441
Super 8,260095987,6.6,2435
Super Hybrid,0,4.6,24
Super Mario Bros.,20915465,4.0,232
Super Size Me,28575078,6.6,506
Super Troopers,18492362,6.6,362
Superbabies: Baby Geniuses 2,9109322,1.9,35
Superbad,121463226,7.0,2100
Supercapitalist,0,3.5,2
Supercross,3102550,5.4,29
Superhero Movie,25871834,4.9,379
Superman,300218018,6.9,1022
Superman II,190458706,6.5,629
Superman III,75850624,5.3,490
Superman IV: The Quest for Peace,19300000,4.1,318
Superman Returns,391081192,5.4,1400
Supernova,14828081,4.9,109
Superstar,0,5.1,83
Supporting Characters,0,6.7,10
Surf's Up,149044513,5.9,601
"Surfer, Dude",69497,4.7,25
Surrogates,122444772,5.9,1195
Survival of the Dead,0,4.6,116
Survivor,0,5.4,404
Suspect Zero,13000000,5.5,98
Sweet Charity,20000000,6.5,15
Sweet Home Alabama,180622424,6.0,394
Sweet November,65754228,6.4,278
Sweet Sweetback's Baadasssss Song,15200000,4.6,18
Swelter,0,4.6,21
Swept Away,598645,4.8,50
Swimfan,34411240,5.0,70
Swimming Pool,22441323,6.4,153
Swing Vote,17600000,5.8,65
Swingers,4505922,6.8,253
Switchback,6482195,5.8,52
Swordfish,147080413,6.1,932
Sydney White,13620075,6.0,236
Sympathy for Lady Vengeance,23803308,7.4,356
"Synecdoche, New York",0,7.4,278
Syriana,94000000,6.3,451
TMNT,95608995,6.0,345
TRON: Legacy,400062763,6.3,2841
Ta Ra Rum Pum,0,6.0,13
Tadpole,2891288,5.5,19
Tae Guk Gi: The Brotherhood of War,15,7.4,133
Take Me Home Tonight,6928068,6.2,208
Take Shelter,3099314,7.1,471
Take the Lead,34742066,6.6,162
Taken,226830568,7.2,4369
Taken 2,376141306,6.1,2757
Taken 3,325771424,6.1,2200
Takers,69055695,6.0,394
Taking Woodstock,0,6.2,127
Tales from the Crypt: Demon Knight,0,6.7,94
Tales from the Hood,12000000,5.4,32
Talk Radio,3468572,6.7,46
Talladega Nights: The Ballad of Ricky Bobby,162966177,6.2,491
Tammy,100525432,5.0,500
Tangled,591794936,7.4,3330
Tango,0,6.8,6
Tango & Cash,63408614,6.1,458
Tank Girl,4064495,5.5,138
Tanner Hall,0,5.4,32
Tarnation,1162014,7.5,22
Taxi Driver,28262574,8.0,2535
Taxi to the Dark Side,274661,6.6,53
Taxman,0,2.0,1
Tea with Mussolini,21001563,5.8,32
Teacher's Pet,0,5.5,2
Team America: World Police,50907422,6.6,660
Tears of the Sun,85632458,6.4,573
Ted,549368315,6.3,4697
Ted 2,217022588,6.2,2463
Teen Wolf Too,0,3.8,46
Teenage Mutant Ninja Turtles,477200000,5.8,2636
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78000000,5.8,286
Teenage Mutant Ninja Turtles III,42000000,5.1,184
Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,5.8,963
Teeth,0,5.2,210
Teeth and Blood,0,3.0,1
Terminator 2: Judgment Day,520000000,7.7,4185
Terminator 3: Rise of the Machines,435000000,5.9,2143
Terminator Genisys,440603537,5.8,3631
Terminator Salvation,371353001,5.9,2463
Texas Chainsaw 3D,47241945,5.3,465
Texas Rangers,0,5.4,19
Thank You for Smoking,24793509,7.1,664
That Awkward Moment,26049082,6.1,1004
That Thing You Do!,34585416,6.8,225
That's My Boy,58058367,5.5,453
The 13th Warrior,61698899,6.4,510
The 33,24902723,6.0,378
The 40 Year Old Virgin,109449237,6.2,1983
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0,3.2,34
The 51st State,14,5.9,173
The 5th Quarter,399611,4.7,12
The 5th Wave,109906372,5.6,1945
The 6th Day,96085477,5.7,595
The Abyss,90000098,7.1,808
The Act of Killing,444575,7.5,210
The Addams Family,191502426,6.7,848
The Adjustment Bureau,127869379,6.5,1652
The Adventurer: The Curse of the Midas Box,6399,5.1,73
The Adventures of Elmo in Grouchland,0,6.3,14
The Adventures of Ford Fairlane,20423389,6.2,71
The Adventures of Huck Finn,0,6.2,42
The Adventures of Pinocchio,0,5.0,54
The Adventures of Pluto Nash,7103973,4.4,142
The Adventures of Rocky & Bullwinkle,35134820,3.9,87
The Adventures of Sharkboy and Lavagirl,69425966,4.4,269
The Adventures of Tintin,371940071,6.7,2061
The Age of Adaline,65663276,7.4,1990
The Age of Innocence,32255440,7.0,169
The Alamo,25819961,5.8,106
The Algerian,0,0.0,0
The Amazing Catfish,0,5.7,17
The Amazing Spider-Man,752215857,6.5,6586
The Amazing Spider-Man 2,705717432,6.5,4179
The American,65464324,5.8,481
The American President,107879496,6.5,195
The Amityville Horror,108047131,6.0,588
The Andromeda Strain,12376563,7.0,190
The Angry Birds Movie,349779543,5.9,1022
The Animal,84772742,4.6,304
The Ant Bully,55181129,5.5,366
The Apartment,25000000,8.1,483
The Apostle,0,6.1,38
The Apparition,9627492,4.5,140
The Art of Getting By,1406224,6.5,415
The Art of War,30199105,5.6,135
The Artist,133432856,7.3,1049
The Assassin,632542,6.6,157
The Assassination of Jesse James by the Coward Robert Ford,14711793,7.0,776
The Astronaut Farmer,11130889,6.2,123
The Astronaut's Wife,19598588,5.4,254
The Avengers,1519557910,7.4,11776
The Aviator,102000000,7.0,1489
The Awakening,209696,6.3,458
The BFG,183345589,6.0,1000
The Baader Meinhof Complex,0,7.1,157
The Back-Up Plan,77477008,5.7,458
The Bad Lieutenant: Port of Call - New Orleans,10589102,6.0,326
The Bad News Bears,35323292,6.9,97
The Ballad of Cable Hogue,5000000,6.9,47
The Ballad of Gregorio Cortez,0,0.0,0
The Ballad of Jack and Rose,712294,6.5,43
The Banger Sisters,0,5.5,62
The Bank Job,64822796,6.6,697
The Barbarian Invasions,3432342,6.7,77
The Barbarians,0,5.1,8
The Basket,619042,6.5,6
The Battle of Shaker Heights,0,5.6,17
The Beach,144056873,6.3,1233
"The Beast from 20,000 Fathoms",5000000,6.7,41
The Beastmaster,14056528,6.0,97
The Beaver,970816,6.3,276
The Believer,416925,6.8,151
The Benchwarmers,0,5.2,242
The Best Exotic Marigold Hotel,136836156,6.9,459
The Best Little Whorehouse in Texas,69701637,5.9,41
The Best Man,34573780,6.8,38
The Best Man Holiday,71625195,6.7,110
The Best Offer,19255873,7.7,704
The Best Years of Our Lives,23650000,7.6,143
The Best of Me,35926213,7.2,765
The Betrayed,0,5.2,10
The Beyond,0,6.6,117
The Big Bounce,6808550,5.0,76
The Big Hit,27007143,6.1,109
The Big Lebowski,46189568,7.8,2926
The Big Parade,22000000,7.0,21
The Big Short,133346506,7.3,2607
The Big Swap,0,0.0,0
The Big Tease,0,5.8,6
The Big Wedding,21819348,5.7,414
The Big Year,7448385,5.6,248
The Birth of a Nation,15861566,6.5,178
The Black Dahlia,49111202,5.7,287
The Black Hole,35841901,6.1,131
The Black Stallion,37799643,7.0,59
The Blade of Don Juan,0,0.0,0
The Blair Witch Project,248000000,6.3,1055
The Blind Side,309208309,7.2,1597
The Blood of Heroes,882290,5.9,31
The Blood of My Brother: A Story of Death in Iraq,0,0.0,0
The Blue Bird,0,6.4,8
The Blue Butterfly,0,6.8,6
The Blue Lagoon,58853106,5.8,408
The Blue Room,0,6.2,32
The Blues Brothers,115229890,7.5,1065
The Boat That Rocked,36348784,7.2,666
The Bodyguard,411006740,6.1,661
The Bone Collector,151493655,6.5,826
The Book Thief,76586316,7.4,1486
The Book of Eli,157107755,6.6,2164
The Book of Life,97437106,7.3,755
"The Book of Mormon Movie, Volume 1: The Journey",1672730,5.0,2
The Boondock Saints,30471,7.2,837
The Boondock Saints II: All Saints Day,10629321,5.9,261
The Borrowers,0,5.8,135
The Boss,78636257,5.5,431
The Bounty,8613462,6.5,108
The Bounty Hunter,136000000,5.5,858
The Bourne Identity,214034224,7.3,3583
The Bourne Legacy,276572938,6.0,2651
The Bourne Supremacy,288500217,7.2,2825
The Bourne Ultimatum,442824138,7.3,2888
The Box,33333531,5.4,597
The Boxtrolls,108255770,6.6,668
The Boy,64188367,5.8,1102
The Boy Next Door,52425855,4.1,1022
The Boy in the Striped Pyjamas,20416563,7.7,1451
The Boys from Brazil,0,6.6,101
The Brain That Wouldn't Die,0,4.4,32
The Brass Teapot,0,5.8,160
The Brave Little Toaster,0,6.7,93
The Break-Up,204999686,5.6,832
The Bridge of San Luis Rey,0,5.4,15
The Bridge on the River Kwai,33300000,7.7,542
The Bridges of Madison County,182016617,7.3,385
The Broadway Melody,4358000,5.0,19
The Broken Hearts Club: A Romantic Comedy,1744858,6.3,25
The Brothers,0,6.5,10
The Brothers Bloom,5530764,6.8,203
The Brothers Grimm,105316267,5.6,818
The Brothers McMullen,0,6.3,23
The Brothers Solomon,0,4.9,46
The Brown Bunny,0,5.5,62
The Bubble,0,7.6,20
The Bucket List,175372502,7.0,1111
The Business of Fancydancing,0,8.0,2
The Business of Strangers,0,5.7,19
The Butler,115922175,7.2,1101
The Butterfly Effect,96060858,7.3,2060
The Bélier Family,0,7.0,766
The Cabin in the Woods,66486080,6.5,2263
The Cable Guy,102825796,5.7,594
The Californians,0,4.0,1
The Call,68572378,6.6,1257
The Call of Cthulhu,0,6.9,41
The Calling,0,5.6,88
The Campaign,104907746,5.6,578
The Canyons,56825,4.1,75
The Case of the Grinning Cat,0,7.7,3
The Cat in the Hat,0,4.9,366
The Cave,15007991,5.1,202
The Caveman's Valentine,0,6.0,27
The Celebration,0,7.7,207
The Cell,104155843,6.0,436
The Chambermaid on the Titanic,0,5.3,3
The Change-Up,75450437,5.9,736
The Charge of the Light Brigade,2736000,6.8,18
The Children of Huang Shi,7400000,6.5,52
The Chorus,0,7.5,526
The Christmas Bunny,0,5.7,7
The Christmas Candle,0,5.8,8
The Chronicles of Narnia: Prince Caspian,419651413,6.3,1630
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",748806957,6.7,2629
The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217,6.2,1514
The Chronicles of Riddick,115772733,6.3,1570
The Chumscrubber,0,6.7,62
The Circle,0,6.6,17
The City of Your Final Destination,0,5.7,9
The Claim,0,5.6,17
The Clan of the Cave Bear,0,4.8,27
The Class,28814580,6.8,174
The Client,117615211,6.4,278
The Cold Light of Day,16863583,4.8,271
The Collection,6842058,5.9,289
The Color Purple,146292009,7.7,338
The Color of Money,52293982,6.7,291
The Company,0,7.0,12
The Conformist,0,7.6,127
The Conjuring,318000141,7.4,3092
The Conjuring 2,320170008,7.0,1949
The Conspirator,15478800,6.2,137
The Constant Gardener,82466670,6.8,417
The Contender,0,6.7,60
The Conversation,4420000,7.5,372
The Cookout,12,4.6,10
The Cooler,0,6.7,89
The Core,74208267,5.4,516
The Corruptor,15156200,6.0,57
The Cottage,0,6.3,80
The Cotton Club,25928721,6.6,68
The Counselor,71009334,5.0,712
The Count of Monte Cristo,75395048,7.3,453
The Country Bears,0,4.3,20
The Country Doctor,0,6.0,63
The Covenant,37597471,5.2,288
The Craft,24769466,6.3,380
The Crazies,54956140,6.2,633
The Crew,0,6.4,11
The Crime of Padre Amaro,0,6.2,36
The Crocodile Hunter: Collision Course,33082548,5.3,34
The Croods,585178928,6.8,2399
The Crow,94000000,7.3,953
The Cry of the Owl,0,5.5,29
The Crying Game,62548947,6.9,176
The Curious Case of Benjamin Button,333932083,7.3,3292
The Curse of Downers Grove,0,4.4,24
The Curse of the Jade Scorpion,0,6.5,165
The Curse of the Were-Rabbit,192452832,6.8,643
The DUFF,43528634,6.8,1322
The Da Vinci Code,767820459,6.5,2704
The Damned United,0,7.2,152
The Dangerous Lives of Altar Boys,0,6.4,53
The Dark Hours,0,5.5,22
The Dark Knight,1004558444,8.2,12002
The Dark Knight Rises,1084939099,7.6,9106
The Darkest Hour,64626786,4.8,469
The Day After Tomorrow,544272402,6.2,2392
The Day the Earth Stood Still,233093859,5.2,1043
The Dead Girl,0,6.4,66
The Dead Undead,0,3.1,6
The Dead Zone,20766616,6.9,311
The Death and Life of Bobby Z,413454,5.8,103
The Debt,45636368,6.3,257
The Deep End of the Ocean,28121100,5.9,54
The Deer Hunter,50000000,7.8,921
The Departed,289847354,7.9,4339
The Deported,0,0.0,0
The Descendants,177243185,6.7,934
The Descent,0,6.8,1005
The Devil Inside,101758490,4.6,262
The Devil Wears Prada,326551094,7.0,3088
The Devil's Advocate,152944660,7.2,1374
The Devil's Double,5728213,6.5,208
The Devil's Own,140807547,5.9,290
The Devil's Rejects,0,6.6,322
The Devil's Tomb,0,4.0,53
The Diary of a Teenage Girl,1477002,6.8,279
The Dictator,179379533,5.9,1743
The Dilemma,67112664,5.2,304
The Dirties,0,6.0,42
The Divide,22000,5.7,197
The Diving Bell and the Butterfly,19777647,7.4,283
The Dog Lover,0,5.3,6
The Doors,34416893,6.7,275
The Dress,0,7.0,3
The Duchess,0,6.7,396
The Dukes of Hazzard,110803676,5.1,316
The East,2401510,6.5,305
The Eclipse,0,6.1,15
The Edge,43312294,6.7,349
The Egyptian,15000000,6.0,11
The Elephant Man,26010864,7.9,719
The Emperor's Club,0,6.9,96
The Emperor's New Groove,169327687,7.2,1490
The Empire Strikes Back,538400000,8.2,5879
The End of the Affair,10827816,6.6,55
The English Patient,231976425,7.0,542
The Equalizer,192330738,7.1,2954
The Evil Dead,29400000,7.3,894
The Exorcism of Emily Rose,144216468,6.3,659
The Exorcist,441306145,7.5,2005
The Expendables,274470394,6.0,2926
The Expendables 2,312573423,6.1,2896
The Expendables 3,206172544,6.1,1795
The Exploding Girl,0,6.4,15
The Express,9793496,7.1,71
The Extra Man,453079,5.9,29
The Eye,56309766,5.5,281
The FP,0,4.5,11
The Face of an Angel,0,4.7,64
The Faculty,40283321,6.2,492
The Fall of the Roman Empire,4750000,6.0,33
The Family Man,0,6.5,521
The Family Stone,0,6.2,249
The Fan,18626419,5.7,194
The Fast and the Furious,207283925,6.6,3428
The Fast and the Furious: Tokyo Drift,158468292,6.1,1705
The Fault in Our Stars,307166834,7.6,3759
The Fifth Element,263920180,7.3,3885
The Fifth Estate,8555008,5.7,364
The Fighter,93617009,7.2,1486
The Final Destination,186167139,5.4,831
The Finest Hours,52099090,6.3,588
The Firm,270248367,6.6,501
The First Great Train Robbery,0,6.6,74
The First Wives Club,116400000,6.5,166
The Fisher King,41895491,7.2,341
The Five-Year Engagement,53909751,5.7,457
The Flintstones,341631208,5.0,543
The Flintstones in Viva Rock Vegas,59468275,4.4,134
The Flower of Evil,0,5.7,10
The Flowers of War,95311434,7.1,187
The Fog,21378361,6.4,311
The Forbidden Kingdom,127906624,6.3,461
The Forest,40055439,4.8,448
The Forsaken,0,4.9,47
The Fountain,15304890,6.8,827
The Four Feathers,29882645,6.5,159
The Four Seasons,0,6.3,16
The Fourth Kind,42333295,5.8,441
The French Connection,41158757,7.4,422
The Front Page,0,6.9,68
The Frozen,0,4.2,14
The Frozen Ground,5496951,6.1,465
The Fugitive,368875760,7.2,1220
The Full Monty,257850122,6.8,363
The Funeral,1227324,7.3,31
The Gallows,42664410,4.9,361
The Gambler,39171130,5.7,543
The Game,109423648,7.5,1506
The Game Plan,147880543,6.0,428
The Game of Their Lives,0,5.8,14
The Gatekeepers,0,6.5,39
The General's Daughter,149705852,6.1,205
The Geographer Drank His Globe Away,4037782,7.3,23
The Ghastly Love of Johnny X,0,6.6,8
The Ghost Writer,60222298,6.7,670
The Ghost and the Darkness,75000000,6.4,236
The Gift,58978653,6.7,1049
The Girl Next Door,30411183,6.3,824
The Girl on the Train,0,5.6,10
The Girl with the Dragon Tattoo,232617430,7.2,2434
The Giver,66980456,6.4,1798
The Glass House,23619609,5.4,201
The Glimmer Man,0,4.7,100
The Godfather,245066411,8.4,5893
The Godfather: Part II,47542841,8.3,3338
The Godfather: Part III,136766062,7.1,1546
The Golden Child,79817939,5.6,304
The Golden Compass,372234864,5.8,1303
The Good Dinosaur,331926147,6.6,1736
The Good German,5914908,5.9,86
The Good Girl,16856124,6.1,181
The Good Guy,0,5.4,59
The Good Heart,0,6.0,21
The Good Night,20380,5.7,41
The Good Thief,0,6.0,31
"The Good, The Bad, The Weird",0,7.1,193
"The Good, the Bad and the Ugly",6000000,8.1,2311
"The Goods: Live Hard, Sell Hard",0,5.4,58
The Grace Card,2295733,6.5,10
The Grand Budapest Hotel,174600318,8.0,4519
The Grandmaster,64076736,6.3,273
The Great Beauty,8371085,7.3,720
The Great Debaters,30226144,6.9,151
The Great Escape,11744471,7.8,717
The Great Gatsby,351040419,7.3,3769
The Great Raid,10166502,6.8,91
The Greatest,0,6.2,34
The Greatest Game Ever Played,15431177,6.9,110
The Greatest Movie Ever Sold,621951,6.4,88
The Greatest Show on Earth,36000000,6.6,50
The Greatest Story Ever Told,15473333,6.5,41
The Green Hornet,227817248,5.5,1251
The Green Inferno,6833445,5.0,349
The Green Mile,284600000,8.2,4048
The Grey,77278331,6.4,1451
The Grudge,183474602,5.8,865
The Grudge 2,39143839,5.2,283
The Guard,19560274,6.8,372
The Guilt Trip,41863726,5.4,284
The Gunman,13644292,5.5,392
The Guru,0,5.1,75
The Hadza:  Last of the First,0,0.0,0
The Hammer,0,6.5,15
The Hangover,459270619,7.2,6173
The Hangover Part II,254455986,6.2,3739
The Happening,163403799,4.9,950
The Harvest (La Cosecha),0,0.0,0
The Hateful Eight,155760117,7.6,4274
The Haunted Mansion,182290266,5.2,466
The Haunting,91188905,5.2,369
The Haunting in Connecticut 2: Ghosts of Georgia,0,5.6,175
The Haunting of Molly Hartley,0,4.3,48
The Heart of Me,0,7.7,5
The Heat,158674180,6.5,1575
The Hebrew Hammer,0,5.9,18
The Helix... Loaded,0,4.8,2
The Help,124272124,7.8,1910
The Helpers,0,4.1,8
The Hills Have Eyes,69623713,6.1,705
The Hills Have Eyes 2,0,5.2,351
The History Boys,13401952,6.6,66
The Hit List,0,5.2,73
The Hitchhiker's Guide to the Galaxy,104478416,6.6,1315
The Hoax,11772461,6.4,60
The Hobbit: An Unexpected Journey,1021103568,7.0,8297
The Hobbit: The Battle of the Five Armies,956019788,7.1,4760
The Hobbit: The Desolation of Smaug,958400000,7.6,4524
The Hole,0,5.6,244
The Holiday,194168700,6.7,1225
The Holy Girl,0,6.8,10
The Homesman,3442853,6.4,258
The Horror Network Vol. 1,0,5.0,2
The Horse Boy,0,5.5,2
The Horse Whisperer,186883563,6.7,292
The Horseman on the Roof,15000000,6.7,25
The Host,63327201,6.0,1817
The Host,63327201,6.0,1817
The Host,88489643,6.7,537
The Host,88489643,6.7,537
The Hotel New Hampshire,0,5.8,26
The Hours,41597830,7.0,451
The House Bunny,70442940,5.6,529
The House of Mirth,5164404,6.4,25
The House of Sand,0,6.7,9
The House of the Devil,0,6.0,197
The Howling,17985893,6.4,161
The Hudsucker Proxy,0,7.1,275
The Hunchback of Notre Dame,100138851,6.8,1129
The Hundred-Foot Journey,88880821,7.3,508
The Hunger Games,691210692,6.9,9455
The Hunger Games: Catching Fire,847423452,7.4,6495
The Hunger Games: Mockingjay - Part 1,752100229,6.6,5584
The Hunger Games: Mockingjay - Part 2,653428261,6.6,3984
The Hunt,16800000,7.9,927
The Hunt for Red October,199200000,7.2,957
The Hunted,34234008,6.0,189
The Hunting Party,0,6.6,96
The Huntsman: Winter's War,164602163,6.0,1523
The Hurricane,73956241,7.2,396
The Hurt Locker,42000000,7.2,1840
The Hustler,7600000,7.6,240
The I Inside,0,5.9,62
The Ice Pirates,0,5.7,49
The Ice Storm,8038061,6.9,176
The Iceman,1969193,6.4,365
The Ides of March,75993061,6.5,910
The Illusionist,86915017,7.1,1615
The Image Revolution,0,5.7,3
The Imaginarium of Doctor Parnassus,64352607,6.3,869
The Imitation Game,233555708,8.0,5723
The Immigrant,5867686,6.2,250
The Importance of Being Earnest,0,6.7,127
The Impossible,180274123,7.0,2025
The In Crowd,5217498,4.7,15
The Incredible Burt Wonderstone,27437881,5.3,724
The Incredible Hulk,163712074,6.1,3021
The Incredibles,631442092,7.4,5152
The Incredibly True Adventure of Two Girls In Love,0,5.7,13
The Indian in the Cupboard,0,5.9,134
The Infiltrator,15436808,6.6,573
The Informant!,35424826,6.0,301
The Informers,382174,4.4,60
The Inhabited Island,21834845,5.3,23
The Inkwell,8880705,3.9,5
The Innkeepers,78396,5.4,219
The Insider,60289912,7.3,481
The Intern,194564672,7.1,1881
The International,60161391,6.0,368
The Internship,44000000,6.1,1658
